# Constructed from biom file
OTU ID	C03	C07	C17	C11	C05	C08	C09	C18	C15	C01	C13	C12	C02	C10	C04	C16	C06	C14
Unclassified;Other	3.11526479751e-05	2.80373831776e-05	0.0	9.34579439252e-06	0.000155763239875	6.54205607477e-05	0.0	0.0	3.42679127726e-05	0.0	9.34579439252e-06	2.18068535826e-05	0.0	0.0	0.0	1.8691588785e-05	9.34579439252e-06	3.11526479751e-06
k__Archaea;Other	0.000532710280374	1.8691588785e-05	6.23052959502e-06	2.18068535826e-05	2.80373831776e-05	0.000520249221184	3.11526479751e-06	0.000127725856698	2.49221183801e-05	8.72274143302e-05	2.80373831776e-05	0.0	3.42679127726e-05	0.0	2.49221183801e-05	3.11526479751e-05	0.0	1.246105919e-05
k__Archaea;p__Crenarchaeota	0.00539563862928	0.0393395638629	0.00558878504673	0.0031214953271	0.0100093457944	0.00221495327103	0.22438317757	0.00317757009346	0.111663551402	0.00442990654206	0.0289968847352	0.14785046729	0.00470093457944	0.255744548287	0.011785046729	0.0137943925234	0.00255763239875	0.132333333333
k__Archaea;p__Euryarchaeota	0.00346728971963	0.00110903426791	0.001246105919	0.00148909657321	0.00360436137072	0.00242056074766	0.0027476635514	0.00306230529595	0.00144548286604	0.00513707165109	0.0013738317757	0.00086292834891	0.00502180685358	0.00303738317757	0.00241121495327	0.0026261682243	0.0107196261682	0.00144236760125
k__Archaea;p__[Parvarchaeota]	0.00126168224299	0.00100934579439	0.000330218068536	0.000295950155763	0.00183489096573	0.00193769470405	0.000461059190031	0.0011277258567	0.000380062305296	0.00181619937695	0.00152959501558	0.000342679127726	0.00157320872274	0.000408099688474	0.000461059190031	0.000694704049844	0.000258566978193	0.000548286604361
k__Bacteria;Other	0.0228971962617	0.0336230529595	0.0113520249221	0.0237445482866	0.0208255451713	0.0124953271028	0.0764984423676	0.0117570093458	0.0516479750779	0.0161277258567	0.25514953271	0.0395109034268	0.0155264797508	0.112778816199	0.0286978193146	0.0259875389408	0.0225794392523	0.108043613707
k__Bacteria;p__	0.0	9.34579439252e-06	1.246105919e-05	3.11526479751e-06	0.0	9.65732087227e-05	6.23052959502e-06	0.0	0.0	1.8691588785e-05	0.0	0.0	0.0	3.11526479751e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__AC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0
k__Bacteria;p__AD3	0.000529595015576	0.00208722741433	0.000894080996885	0.00296261682243	0.00101557632399	0.000719626168224	0.00180373831776	0.00125856697819	0.000211838006231	0.00723987538941	3.11526479751e-06	0.000576323987539	0.001753894081	0.00140498442368	0.00629595015576	0.000697819314642	0.000641744548287	0.00228037383178
k__Bacteria;p__Acidobacteria	0.345395638629	0.329012461059	0.210657320872	0.323591900312	0.358333333333	0.158507788162	0.284043613707	0.342451713396	0.233202492212	0.238579439252	0.0883302180685	0.329704049844	0.27208411215	0.273523364486	0.400049844237	0.340059190031	0.333725856698	0.186230529595
k__Bacteria;p__Actinobacteria	0.0367507788162	0.0352367601246	0.081292834891	0.0730809968847	0.0314330218069	0.0666542056075	0.046277258567	0.0435264797508	0.0122866043614	0.0384205607477	0.0545046728972	0.00340809968847	0.0710373831776	0.0372336448598	0.0416853582555	0.0598660436137	0.0516323987539	0.0267819314642
k__Bacteria;p__Aquificae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42679127726e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes	0.00785669781931	0.00585981308411	0.00289408099688	0.00967289719626	0.00526479750779	0.00204672897196	0.00704672897196	0.00654828660436	0.00290654205607	0.00555451713396	0.00436760124611	0.00258566978193	0.00472274143302	0.00440186915888	0.00317133956386	0.00258878504673	0.0073769470405	0.00392211838006
k__Bacteria;p__BHI80-139	0.000271028037383	0.000130841121495	2.18068535826e-05	7.47663551402e-05	7.47663551402e-05	4.36137071651e-05	0.0	6.23052959502e-06	0.0	2.80373831776e-05	0.0	0.0	2.18068535826e-05	0.0	9.65732087227e-05	0.00016199376947	0.0	2.49221183801e-05
k__Bacteria;p__BRC1	0.000177570093458	1.55763239875e-05	0.000221183800623	1.8691588785e-05	8.72274143302e-05	0.000230529595016	7.47663551402e-05	0.00011214953271	2.80373831776e-05	0.000121495327103	4.04984423676e-05	9.34579439252e-06	0.000121495327103	1.55763239875e-05	1.8691588785e-05	1.8691588785e-05	9.34579439252e-06	9.34579439252e-06
k__Bacteria;p__Bacteroidetes	0.0996417445483	0.077800623053	0.108367601246	0.0672990654206	0.0902336448598	0.0829968847352	0.0592336448598	0.0952866043614	0.040554517134	0.11991588785	0.0465264797508	0.0231619937695	0.111791277259	0.0285109034268	0.041984423676	0.0506168224299	0.0684361370717	0.0331962616822
k__Bacteria;p__Caldithrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	0.0
k__Bacteria;p__Chlamydiae	0.0125887850467	0.0245202492212	0.00395327102804	0.00505919003115	0.011738317757	0.0129626168224	0.0010062305296	0.00420249221184	0.00222429906542	0.00403738317757	0.000753894080997	0.00326479750779	0.00538317757009	4.67289719626e-05	0.00651401869159	0.00901557632399	0.0166105919003	0.000563862928349
k__Bacteria;p__Chlorobi	0.0128847352025	0.00665420560748	0.00479750778816	0.00194704049844	0.00473520249221	0.00869781931464	0.00288161993769	0.00734267912773	0.00319937694704	0.00915887850467	0.0273862928349	0.00670716510903	0.00806542056075	0.00204049844237	0.00280996884735	0.00495950155763	0.00201557632399	0.00366978193146
k__Bacteria;p__Chloroflexi	0.0346978193146	0.0682679127726	0.0338193146417	0.123959501558	0.0655919003115	0.0555576323988	0.071769470405	0.0337881619938	0.262978193146	0.0873769470405	0.0347320872274	0.241738317757	0.0502336448598	0.128264797508	0.11037694704	0.134629283489	0.110286604361	0.327579439252
k__Bacteria;p__Cyanobacteria	0.00333021806854	0.00204984423676	0.00158255451713	0.00414330218069	0.000775700934579	0.00106230529595	0.00836137071651	0.00185046728972	0.0113146417445	0.00158878504673	0.00978193146417	0.0513302180685	0.00276323987539	0.000327102803738	0.00107788161994	0.000984423676012	0.0168629283489	0.00211526479751
k__Bacteria;p__Elusimicrobia	0.00645171339564	0.00895950155763	0.00895327102804	0.00582242990654	0.0116822429907	0.00480685358255	0.00442367601246	0.00727725856698	0.00104049844237	0.00565109034268	0.000732087227414	0.00082554517134	0.00504672897196	0.000401869158879	0.0182274143302	0.00376947040498	0.00483177570093	0.00083800623053
k__Bacteria;p__FBP	0.00013707165109	1.55763239875e-05	0.000202492211838	9.03426791277e-05	5.29595015576e-05	4.98442367601e-05	3.73831775701e-05	0.000183800623053	8.09968847352e-05	0.00019937694704	8.09968847352e-05	7.78816199377e-05	0.000140186915888	2.80373831776e-05	5.60747663551e-05	4.98442367601e-05	9.34579439252e-06	8.72274143302e-05
k__Bacteria;p__FCPU426	0.00519314641745	0.0144672897196	0.000448598130841	0.00915576323988	0.00403115264798	0.00191277258567	0.00134267912773	0.000420560747664	0.00268535825545	0.00314953271028	0.0	0.00266978193146	0.00215264797508	9.34579439252e-06	0.00414641744548	0.00335514018692	0.00902492211838	5.60747663551e-05
k__Bacteria;p__Fibrobacteres	0.000146417445483	4.04984423676e-05	0.000342679127726	9.03426791277e-05	3.42679127726e-05	0.000847352024922	1.246105919e-05	2.80373831776e-05	4.98442367601e-05	0.0001246105919	5.60747663551e-05	4.67289719626e-05	0.000152647975078	3.11526479751e-06	1.246105919e-05	0.000155763239875	8.09968847352e-05	1.246105919e-05
k__Bacteria;p__Firmicutes	0.00705607476636	0.01046105919	0.00858878504673	0.00397507788162	0.00567601246106	0.0121557632399	0.00535825545171	0.00783800623053	0.00622429906542	0.0110280373832	0.0179127725857	0.00238629283489	0.0127819314642	0.0221526479751	0.00471339563863	0.0194330218069	0.00542056074766	0.00858878504673
k__Bacteria;p__Fusobacteria	9.96884735202e-05	1.8691588785e-05	9.34579439252e-06	0.0	2.80373831776e-05	0.0	3.11526479751e-06	3.11526479751e-05	4.04984423676e-05	6.23052959502e-06	3.11526479751e-06	1.8691588785e-05	6.85358255452e-05	3.11526479751e-06	3.11526479751e-06	0.0	3.11526479751e-05	3.11526479751e-06
k__Bacteria;p__GAL15	3.11526479751e-06	0.00018691588785	0.0	9.34579439252e-06	0.0	3.11526479751e-06	0.000292834890966	3.11526479751e-06	0.000165109034268	0.0	0.00101869158879	0.00082554517134	2.18068535826e-05	0.000585669781931	0.000271028037383	1.246105919e-05	0.00017445482866	0.000339563862928
k__Bacteria;p__GN02	0.0	3.11526479751e-05	4.98442367601e-05	9.34579439252e-06	1.55763239875e-05	5.29595015576e-05	1.8691588785e-05	1.8691588785e-05	6.23052959502e-06	5.60747663551e-05	8.72274143302e-05	0.0	6.23052959502e-06	1.246105919e-05	5.60747663551e-05	0.000109034267913	9.34579439252e-06	1.246105919e-05
k__Bacteria;p__GN04	6.54205607477e-05	1.8691588785e-05	4.36137071651e-05	0.0	9.34579439252e-05	0.00101246105919	5.29595015576e-05	0.000140186915888	4.04984423676e-05	6.85358255452e-05	0.00407476635514	1.55763239875e-05	0.000271028037383	3.73831775701e-05	4.04984423676e-05	6.54205607477e-05	1.8691588785e-05	4.67289719626e-05
k__Bacteria;p__GOUTA4	2.80373831776e-05	0.0	3.11526479751e-06	6.23052959502e-06	1.8691588785e-05	0.000342679127726	0.0	6.85358255452e-05	6.23052959502e-06	0.000102803738318	3.11526479751e-06	1.246105919e-05	3.73831775701e-05	1.8691588785e-05	0.0	1.55763239875e-05	0.0	9.34579439252e-06
k__Bacteria;p__Gemmatimonadetes	0.00840498442368	0.00660436137072	0.0173146417445	0.00457009345794	0.00590342679128	0.0173894080997	0.0025015576324	0.00833021806854	0.00381308411215	0.0108753894081	0.0122897196262	0.00128037383178	0.00834890965732	0.00171962616822	0.00631464174455	0.00697196261682	0.00438940809969	0.00660747663551
k__Bacteria;p__LD1	6.23052959502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.23052959502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVP-21	0.0	0.0	3.11526479751e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73831775701e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVS-104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34579439252e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
